100663434	140	113
100663446	63	16
100663446	75	1
100663446	97	1
100663446	105	3
100663446	106	2
100663446	107	1
100663446	117	1
100663446	120	2
100663446	144	43
100663446	146	15
100663446	147	3
100663446	158	1
100663453	14	1
100663453	31	1
100663453	35	30
100663453	36	1
100663453	45	29
100663453	70	15
100663453	72	1
100663481	111	111
100663495	73	1
100663495	74	39
100663495	76	37
100663495	114	2
100663503	20	98
100663503	30	2
100663517	125	2
100663517	132	9
100663517	156	42
100663517	160	10
100663517	162	1
100663521	1	101
100663521	13	1
100663521	32	3
100663546	21	7
100663546	23	1
100663546	35	2
100663546	36	1
100663546	70	1
100663546	75	1
100663546	86	46
100663546	87	2
100663546	92	48
100663546	106	1
100663546	107	1
100663599	135	19
100663599	159	43
100663606	120	11
100663606	139	29
100663606	153	4
100663613	9	40
100663680	97	1
100663680	104	50
100663698	81	2
100663698	102	28
100663705	104	27
100663705	156	99
100663711	14	4
100663711	17	6
100663711	32	66
100663730	9	1
100663730	15	90
100663730	27	17
100663730	28	1
100663841	12	67
100663841	17	2
100663841	45	19
100663845	63	1
100663845	65	1
100663845	75	6
100663845	90	31
100663845	99	11
100663845	104	31
100663846	5	14
100663846	7	1
100663846	13	3
100663846	17	47
100663846	34	1
100663846	45	12
100663847	112	13
100663847	121	19
100663847	132	3
100663847	155	7
100663847	156	53
100663853	4	1
100663853	12	1
100663853	17	41
100663853	36	1
100663853	86	1
100663853	137	25
100663853	139	42
100663877	33	59
100663877	73	68
100663897	86	105
100663897	109	3
100663901	12	122
100663901	62	6
100663904	2	8
100663919	135	3
100663924	72	79
100663926	15	127
100663927	20	7
100663927	31	50
100663927	32	8
100663927	45	49
100663927	77	1
100663928	13	1
100663928	14	52
100663928	113	70
100663935	158	64
100663935	165	3
100663951	25	1
100663951	81	4
100663951	85	64
100663951	146	7
100663951	158	2
100663951	161	1
100663951	164	23
100663968	1	6
100663968	7	2
100663968	17	2
100663968	31	86
100663968	32	6
100663968	45	1
100663968	59	1
100663993	104	46
100663993	164	47
100663994	99	1
100663994	101	1
100663994	108	23
100663994	116	1
100663994	146	1
100663994	158	1
100663994	159	59
100664019	85	85
100664026	12	65
100664026	32	1
100664026	62	1
100664026	79	2
100664026	83	3
100664026	90	8
100664027	17	2
100664027	31	2
100664027	36	1
100664027	37	1
100664027	62	5
100664027	77	1
100664027	79	45
100664027	139	46
100664039	3	118
100664039	44	1
100664039	85	7
100664051	72	1
100664051	74	42
100664051	77	1
100664051	82	6
100664051	86	47
100664051	101	1
100664053	85	12
100664053	146	68
100664053	157	23
100664071	33	8
100664071	34	1
100664071	36	3
100664071	75	1
100664071	79	1
100664071	82	30
100664071	83	1
100664071	92	76
100664071	94	1
100664084	9	17
100664084	51	67
100664086	139	6
100664086	144	1
100664086	164	52
100664090	144	16
100664090	157	1
100664090	163	82
100664121	107	73
100664121	147	26
100664123	17	2
100664123	32	4
100664123	46	90
100664127	17	7
100664127	59	16
100664127	80	1
100664127	88	3
100664127	96	11
100664127	105	73
100664130	7	1
100664130	35	1
100664130	36	2
100664130	103	1
100664130	141	2
100664130	147	65
100664146	85	2
100664146	135	4
100664146	137	8
100664146	148	50
100664146	156	1
100664146	158	7
100664146	159	27
100664149	45	3
100664149	59	5
100664149	60	1
100664149	63	26
100664149	113	3
100664149	126	1
100664149	132	45
100664155	58	13
100664155	72	1
100664155	125	51
100664155	132	3
100664155	147	20
100664155	161	1
100664161	46	124
100664168	129	3
100664168	147	15
100664168	160	9
100664172	18	53
100664172	33	2
100664172	35	5
100664172	36	58
100664178	87	53
100664178	114	63
100664181	22	6
100664181	28	4
100664188	63	1
100664188	74	1
100664188	136	6
100664188	141	4
100664188	147	1
100664193	5	43
100664193	22	2
100664193	33	15
100664193	34	3
100664193	36	53
100664193	37	3
100664200	135	2
100664213	21	1
100664213	22	100
100664213	34	3
100664213	36	1
100664213	72	1
100664213	106	11
100664214	2	1
100664214	19	2
100664214	22	44
100664214	30	1
100664214	52	1
100664214	91	13
100664225	33	120
100664225	106	1
100664225	107	2
100664232	1	2
100664232	2	1
100664232	75	1
100664232	107	21
100664237	47	1
100664237	81	1
100664237	125	3
100664237	159	65
100664237	164	1
100664253	56	1
100664253	70	1
100664253	74	3
100664253	86	6
100664253	92	2
100664253	107	3
100664266	7	2
100664266	23	38
100664266	39	77
100664271	11	46
100664271	12	1
100664278	85	20
100664278	102	36
100664278	136	43
100664278	144	1
100664282	17	7
100664282	31	1
100664282	45	1
100664282	59	109
100664282	63	1
100664286	42	10
100664286	44	71
100664290	12	74
100664290	30	1
100664290	31	1
100664292	30	1
100664292	31	1
100664292	38	7
100664292	52	2
100664292	62	3
100664292	71	1
100664292	83	6
100664292	84	1
100664292	97	1
100664292	99	1
100664292	105	1
100664292	116	57
100664292	120	1
100664292	132	3
100664296	35	125
100664296	54	1
100664296	55	2
100664305	34	1
100664305	55	72
100664305	63	38
100664313	12	95
100664313	52	1
100664313	68	4
100664313	105	1
100664313	132	5
100664331	129	3
100664331	146	70
100664333	127	6
100664333	144	3
100664333	146	87
100664359	125	85
100664359	141	16
100664359	147	17
100664369	64	30
100664369	79	6
100664369	93	4
100664369	94	55
100664369	136	8
100664371	45	1
100664371	63	1
100664371	104	72
100664378	7	106
100664379	113	124
100664390	5	108
100664390	6	8
100664399	120	126
100664407	44	2
100664407	81	6
100664407	102	93
100664419	36	21
100664419	54	1
100664419	66	4
100664419	72	14
100664419	73	53
100664419	93	3
100664419	94	3
100664419	95	1
100664419	139	2
100664419	144	1
100664419	146	15
100664420	15	72
100664421	34	115
100664427	87	19
100664427	141	5
100664427	156	56
100664435	15	1
100664435	71	4
100664435	88	41
100664435	105	51
100664437	149	6
100664445	36	37
100664445	55	37
100664445	56	39
100664456	55	80
100664477	11	17
100664477	12	5
100664477	65	52
100664482	72	30
100664482	92	88
100664493	85	48
100664493	148	1
100664493	159	20
100664493	160	3
100664497	157	114
100664497	159	2
100664502	14	1
100664502	33	1
100664502	36	1
100664502	73	55
100664506	32	34
100664506	55	3
100664506	75	7
100664506	86	5
100664506	101	1
100664506	106	1
100664506	107	2
100664506	121	2
100664506	123	42
100664526	45	3
100664526	91	59
100664526	107	1
100664526	109	63
100664534	28	72
100664534	71	1
100664534	120	1
100664534	141	8
100664546	18	42
100664546	57	85
100664559	141	115
100664562	6	1
100664562	21	1
100664573	52	1
100664573	98	2
100664573	141	65
100664578	51	45
100664578	59	49
100664578	71	1
100664579	42	35
100664579	47	12
100664579	55	4
100664579	76	5
100664579	100	6
100664586	18	1
100664586	21	32
100664586	36	1
100664586	37	2
100664586	55	3
100664586	72	52
100664587	75	55
100664587	86	1
100664587	91	37
100664587	107	1
100664587	109	25
100664599	29	69
100664599	34	58
100664600	144	10
100664600	146	1
100664600	157	12
100664601	156	25
100664604	135	10
100664604	158	70
100664604	159	21
100664605	28	1
100664605	88	8
100664605	105	8
100664610	144	87
100664618	36	124
100664625	31	21
100664625	32	6
100664625	58	83
100664625	107	1
100664632	1	1
100664632	29	1
100664632	33	82
100664649	125	73
100664655	94	8
100664655	107	2
100664655	114	112
100664656	24	118
100664667	85	84
100664667	129	8
100664667	144	5
100664667	147	2
100664667	157	1
100664670	88	6
100664670	105	86
100664670	116	8
100664670	152	2
100664674	2	4
100664674	77	4
100664674	80	26
100664678	7	8
100664678	12	3
100664678	14	4
100664678	17	2
100664678	20	42
100664678	31	20
100664678	45	22
100664678	105	1
100664682	132	44
100664682	137	78
100664690	128	3
100664690	136	2
100664704	120	1
100664708	112	2
100664708	125	93
100664708	155	6
100664715	36	124
100664731	21	16
100664731	22	55
100664731	34	56
100664734	1	79
100664734	2	14
100664734	12	5
100664734	14	2
100664747	33	3
100664747	54	3
100664747	55	3
100664747	114	2
100664747	124	9
100664747	141	2
100664747	146	17
100664755	106	14
100664755	117	1
100664759	22	59
100664759	31	33
100664759	38	1
100664759	46	1
100664759	60	1
100664765	108	4
100664765	130	52
100664765	133	11
100664767	7	1
100664767	74	39
100664770	21	2
100664770	34	1
100664770	35	108
100664770	36	6
100664770	53	6
100664770	74	4
100664774	144	2
100664774	160	37
100664774	164	57
100664777	45	10
100664777	46	2
100664777	62	32
100664777	75	2
100664777	98	1
100664777	125	41
100664777	126	14
100664782	161	4
100664782	162	99
100664798	34	122
100664798	45	2
100664798	88	2
100664799	88	70
100664799	105	1
100664803	105	8
100664803	120	5
100664803	134	8
100664808	85	66
100664808	136	35
100664811	20	98
100664815	26	1
100664815	62	17
100664815	106	3
100664815	125	1
100664815	131	1
100664815	132	2
100664815	149	6
100664819	85	99
100664820	141	94
100664822	7	1
100664822	13	54
100664822	34	5
100664822	45	14
100664823	2	1
100664823	11	3
100664823	12	85
100664823	13	1
100664823	14	11
100664823	17	14
100664825	2	6
100664827	33	1
100664827	48	32
100664827	50	2
100664827	55	71
100664827	58	1
100664827	82	1
100664827	94	3
100664828	7	4
100664828	33	3
100664828	34	2
100664828	58	29
100664828	63	19
100664839	11	7
100664839	12	1
100664839	116	95
100664846	151	78
100664850	111	12
100664850	120	1
100664850	134	61
100664853	144	83
100664853	146	1
100664853	157	12
100664855	104	31
100664855	125	81
100664861	138	60
100664862	92	4
100664862	106	1
100664862	107	2
100664862	109	24
100664862	121	82
100664864	2	4
100664867	111	32
100664867	126	68
100664873	144	7
100664873	161	95
100664874	17	78
100664875	1	23
100664876	12	52
100664878	12	50
100664878	17	18
100664892	117	1
100664892	125	34
100664892	140	3
100664892	142	2
100664892	143	79
100664893	9	1
100664893	13	1
100664893	14	66
100664893	17	1
100664893	26	4
100664893	28	12
100664893	30	2
100664893	36	1
100664893	38	2
100664893	52	1
100664893	70	1
100664893	71	1
100664893	77	1
100664893	95	5
100664893	96	1
100664897	5	57
100664897	12	2
100664897	30	1
100664897	31	2
100664897	38	13
100664897	52	12
100664898	12	1
100664898	26	1
100664898	38	79
100664898	62	1
100664908	7	1
100664908	14	6
100664908	19	63
100664908	20	2
100664908	75	1
100664908	77	1
100664908	79	1
100664908	90	7
100664910	22	45
100664910	31	17
100664910	32	3
100664910	33	1
100664910	34	33
100664910	36	1
100664910	67	9
100664910	70	1
100664910	86	3
100664924	70	125
100664924	92	2
100664928	135	24
100664928	146	7
100664928	147	4
100664928	160	66
100664929	1	110
100664938	98	3
100664938	100	2
100664938	110	40
100664938	111	13
100664938	131	1
100664938	149	68
100664939	1	1
100664939	6	7
100664939	12	29
100664939	14	2
100664939	17	2
100664939	33	4
100664939	34	1
100664939	98	1
100664939	113	43
100664941	80	55
100664941	100	1
100664941	144	54
100664952	10	1
100664952	28	1
100664952	30	53
100664953	122	19
100664957	2	58
100664963	125	58
100664963	131	2
100664963	138	1
100664963	142	10
100664963	152	1
100664966	105	25
100664968	80	2
100664968	105	1
100664968	130	23
100664968	140	1
100664977	2	87
100664977	58	3
100664977	68	2
100664977	82	8
100664977	104	2
100664977	132	2
100664979	23	1
100664979	25	69
100664979	58	1
100664979	91	5
100664982	14	4
100664982	17	11
100664982	37	5
100664982	39	103
100664984	1	1
100664984	7	3
100664984	14	4
100664984	20	8
100664994	19	1
100664994	31	10
100664994	77	35
100664996	58	1
100664996	70	1
100664996	92	117
100664997	1	2
100664997	7	2
100664997	12	1
100664997	17	70
100664997	20	4
100664997	31	1
100664997	56	38
100664997	112	1
100664998	42	12
100664998	81	116
100664998	85	4
100665006	34	69
100665006	63	59
100665007	12	2
100665007	17	8
100665007	86	1
100665007	87	20
100665008	1	90
100665008	12	1
100665008	38	3
